fips,state,county,year,tot_pop,tot_male,tot_female,nh_male,nh_female,h_male,h_female,wa_male,wa_female,ba_male,ba_female,ia_male,ia_female,aa_male,aa_female,na_male,na_female,tom_male,tom_female,nhwa_male,nhwa_female,nhba_male,nhba_female,nhia_male,nhia_female,nhaa_male,nhaa_female,nhna_male,nhna_female,nhtom_male,nhtom_female,hwa_male,hwa_female,hba_male,hba_female,hia_male,hia_female,haa_male,haa_female,hna_male,hna_female,htom_male,htom_female,cx,cy
05003,05,003,2010,21832,10595,11237,10030,10783,565,454,7747,7981,2621,3062,73,54,35,29,9,8,110,103,7280,7596,2590,3033,33,33,29,28,6,6,92,87,467,385,31,29,40,21,6,1,3,2,18,16,715.3816292,538.7392856
05005,05,005,2010,41503,20030,21473,19664,21119,366,354,19533,20938,78,69,123,105,59,104,10,14,227,243,19227,20634,65,51,103,88,54,102,9,12,206,232,306,304,13,18,20,17,5,2,1,2,21,11,698.2315544,448.9739752
05007,05,007,2010,222894,109923,112971,92140,96088,17783,16883,100028,103246,1738,1506,2121,2192,3313,3339,405,373,2318,2315,83461,87472,1471,1248,1664,1785,3159,3209,328,312,2057,2062,16567,15774,267,258,457,407,154,130,77,61,261,253,653.8193242,448.7791387
05009,05,009,2010,36918,18081,18837,17711,18482,370,355,17507,18282,96,75,124,118,52,96,9,6,293,260,17191,17975,76,56,108,105,49,95,7,6,280,245,316,307,20,19,16,13,3,1,2,0,13,15,680.6801945,448.9839933
05011,05,011,2010,11496,5586,5910,4791,5248,795,662,3892,4032,1509,1687,78,80,20,24,5,3,82,84,3184,3462,1496,1668,23,20,18,21,4,3,66,74,708,570,13,19,55,60,2,3,1,0,16,10,705.5751855,531.0277596
05013,05,013,2010,5342,2691,2651,2617,2580,74,71,2050,1969,563,593,31,22,11,15,0,0,36,52,1990,1906,560,587,20,20,11,15,0,0,36,52,60,63,3,6,11,2,0,0,0,0,0,0,697.3071724,528.9529556
05015,05,015,2010,27562,13579,13983,11733,12346,1846,1637,13004,13402,90,67,139,147,66,118,35,25,245,224,11285,11880,62,45,111,119,57,114,5,1,213,187,1719,1522,28,22,28,28,9,4,30,24,32,37,670.2959834,448.2882116
05017,05,017,2010,11782,5782,6000,5505,5765,277,235,2603,2530,3052,3337,39,32,28,30,5,3,55,68,2377,2347,3024,3304,25,22,26,29,4,2,49,61,226,183,28,33,14,10,2,1,1,1,6,7,726.4774297,536.1620828
05019,05,019,2010,22979,10970,12009,10502,11539,468,470,8241,8709,2441,2985,78,52,53,73,8,6,149,184,7846,8308,2411,2952,54,35,52,66,4,4,135,174,395,401,30,33,24,17,1,7,4,2,14,10,680.8219026,515.1139864
05021,05,021,2010,16077,7868,8209,7751,8118,117,91,7715,8052,49,36,20,21,16,18,0,0,68,82,7600,7964,49,35,19,21,16,18,0,0,67,80,115,88,0,1,1,0,0,0,0,0,1,2,742.3580748,444.4022392
05023,05,023,2010,25991,12790,13201,12526,12941,264,260,12482,12873,72,56,62,70,24,44,3,1,147,157,12253,12656,62,45,50,55,24,44,2,1,135,140,229,217,10,11,12,15,0,0,1,0,12,17,706.2488615,470.5865351
05025,05,025,2010,8695,4294,4401,4220,4332,74,69,3750,3769,485,558,17,20,11,11,0,0,31,43,3677,3704,484,555,17,20,11,11,0,0,31,42,73,65,1,3,0,0,0,0,0,0,0,1,704.3982201,518.5968571
05027,05,027,2010,24511,11700,12811,11400,12571,300,240,7254,7639,4173,4903,68,44,75,92,11,5,119,128,7035,7475,4133,4867,49,30,73,82,6,4,104,113,219,164,40,36,19,14,2,10,5,1,15,15,680.2121733,539.4349363
05029,05,029,2010,21266,10528,10738,10120,10347,408,391,9058,9166,1153,1251,91,84,38,49,9,5,179,183,8697,8823,1147,1239,75,70,35,41,4,4,162,170,361,343,6,12,16,14,3,8,5,1,17,13,690.7292464,479.1469593
05031,05,031,2010,96771,47236,49535,44849,47597,2387,1938,39738,41125,5998,6816,225,253,555,549,16,15,704,777,37595,39435,5927,6738,139,149,541,537,7,13,640,725,2143,1690,71,78,86,104,14,12,9,2,64,52,738.3078935,460.4472556
05033,05,033,2010,62026,30608,31418,28669,29588,1939,1830,28271,28924,423,394,701,726,421,485,23,31,769,858,26559,27292,371,346,620,684,403,464,9,16,707,786,1712,1632,52,48,81,42,18,21,14,15,62,72,654.5233026,470.628738
05035,05,035,2010,50937,24192,26745,23653,26264,539,481,11712,12091,12036,14088,81,80,115,186,16,20,232,280,11274,11734,11987,14024,64,62,108,177,7,13,213,254,438,357,49,64,17,18,7,9,9,7,19,26,747.0180866,478.1847417
05037,05,037,2010,17851,8604,9247,8465,9104,139,143,6606,6940,1845,2121,41,40,32,48,1,1,79,97,6484,6818,1837,2112,33,35,32,48,1,1,78,90,122,122,8,9,8,5,0,0,0,0,1,7,735.9397531,476.2848866
05039,05,039,2010,8086,3953,4133,3834,4047,119,86,2241,2274,1623,1738,26,27,12,23,1,1,50,70,2136,2207,1618,1729,21,22,11,23,1,1,47,65,105,67,5,9,5,5,1,0,0,0,3,5,693.1872494,516.9115851
05041,05,041,2010,12979,6069,6910,5782,6654,287,256,3140,3298,2789,3441,30,32,31,37,7,13,72,89,2914,3120,2752,3394,23,25,28,31,3,7,62,77,226,178,37,47,7,7,3,6,4,6,10,12,726.4527795,519.5321362
05043,05,043,2010,18515,8982,9533,8749,9291,233,242,6360,6635,2446,2702,28,43,45,50,1,1,102,102,6144,6420,2442,2692,21,34,42,49,1,1,99,95,216,215,4,10,7,9,3,1,0,0,3,7,716.0254532,527.1315011
05045,05,045,2010,113980,55992,57988,53498,55967,2494,2021,48346,49621,5654,6134,337,412,619,709,33,35,1003,1077,46100,47847,5578,6061,271,341,607,694,23,29,919,995,2246,1774,76,73,66,71,12,15,10,6,84,82,699.4550217,482.1405789
05047,05,047,2010,18116,8970,9146,8767,8947,203,199,8582,8754,95,79,75,94,80,88,11,2,127,129,8397,8581,89,72,71,84,76,88,11,2,123,120,185,173,6,7,4,10,4,0,0,0,4,9,662.7163669,472.875111
05049,05,049,2010,12229,5995,6234,5934,6187,61,47,5830,6045,35,32,35,43,16,25,0,0,79,89,5774,5999,33,31,33,43,16,25,0,0,78,89,56,46,2,1,2,0,0,0,0,0,1,0,710.0393233,445.7235954
05051,05,051,2010,96145,46674,49471,44163,47297,2511,2174,41157,43799,3839,3889,309,284,276,431,31,40,1062,1028,38887,41861,3782,3810,254,247,264,416,21,24,955,939,2270,1938,57,79,55,37,12,15,10,16,107,89,680.8822961,499.6710612
05053,05,053,2010,17889,8892,8997,8666,8837,226,160,8528,8633,200,207,44,31,20,35,2,0,98,91,8331,8494,185,205,43,31,20,35,1,0,86,72,197,139,15,2,1,0,0,0,1,0,12,19,698.2995711,507.4408106
05055,05,055,2010,42192,20692,21500,20213,21064,479,436,20150,20948,152,105,102,116,51,70,0,3,237,258,19713,20546,146,101,94,104,50,69,0,2,210,242,437,402,6,4,8,12,1,1,0,1,27,16,739.5075774,451.9773842
05057,05,057,2010,22620,10911,11709,9490,10438,1421,1271,7495,7727,3069,3626,71,74,56,65,15,18,205,199,6191,6552,3025,3594,45,51,50,57,8,11,171,173,1304,1175,44,32,26,23,6,8,7,7,34,26,669.2581145,524.5591318
05059,05,059,2010,32943,16835,16108,16310,15680,525,428,14542,13979,1883,1712,82,80,52,71,15,15,261,251,14086,13622,1861,1688,69,67,48,65,9,11,237,227,456,357,22,24,13,13,4,6,6,4,24,24,685.8084439,506.9976424
05061,05,061,2010,13820,6683,7137,5996,6460,687,677,5172,5372,1314,1560,55,65,52,53,1,5,89,82,4534,4753,1286,1532,45,49,49,51,0,3,82,72,638,619,28,28,10,16,3,2,1,2,7,10,661.2420958,514.4519197
05063,05,063,2010,36738,18012,18726,16831,17744,1181,982,17120,17827,392,362,121,127,132,163,28,23,219,224,16048,16945,372,346,65,82,130,160,5,2,211,209,1072,882,20,16,56,45,2,3,23,21,8,15,716.8100599,464.1498671
05065,05,065,2010,13683,7049,6634,6919,6555,130,79,6726,6460,179,25,45,47,25,26,0,0,74,76,6603,6384,178,24,44,46,23,26,0,0,71,75,123,76,1,1,1,1,2,0,0,0,3,1,708.2579022,454.2316604
05067,05,067,2010,17974,8923,9051,8649,8861,274,190,7209,7332,1502,1485,55,66,37,34,3,7,117,127,6973,7178,1486,1474,44,53,33,33,2,7,111,116,236,154,16,11,11,13,4,1,1,0,6,11,725.1168003,467.9964162
05069,05,069,2010,77358,38055,39303,37324,38729,731,574,16699,16147,20455,22256,118,108,273,301,18,25,492,466,16204,15771,20349,22176,92,88,263,289,8,18,408,387,495,376,106,80,26,20,10,12,10,7,84,79,709.884777,507.4460266
05071,05,071,2010,25585,12676,12909,11020,11442,1656,1467,11995,12259,254,204,121,124,80,115,18,22,208,185,10467,10906,194,151,89,95,76,106,8,17,186,167,1528,1353,60,53,32,29,4,9,10,5,22,18,672.7597643,470.775933
05073,05,073,2010,7637,3691,3946,3623,3888,68,58,2303,2350,1309,1504,15,31,18,18,0,0,46,43,2247,2307,1298,1498,14,22,18,18,0,0,46,43,56,43,11,6,1,9,0,0,0,0,0,0,671.1846333,538.6973358
05075,05,075,2010,17424,8475,8949,8383,8877,92,72,8279,8729,63,88,35,40,16,17,0,0,82,75,8191,8661,62,86,33,40,16,17,0,0,81,73,88,68,1,2,2,0,0,0,0,0,1,2,726.8459337,454.9028405
05077,05,077,2010,10412,5805,4607,5675,4537,130,70,2627,1804,3051,2677,33,41,26,21,0,0,68,64,2529,1757,3032,2668,25,30,26,21,0,0,63,61,98,47,19,9,8,11,0,0,0,0,5,3,736.5040723,491.2454083
05079,05,079,2010,14104,8488,5616,8185,5474,303,142,5460,4177,2881,1324,35,40,41,15,1,0,70,60,5207,4057,2861,1314,26,29,24,15,1,0,66,59,253,120,20,10,9,11,17,0,0,0,4,1,715.2472595,516.3445281
05081,05,081,2010,13143,6397,6746,6177,6569,220,177,4972,5126,1184,1330,83,111,27,32,4,10,127,137,4800,4996,1168,1314,72,96,23,29,0,8,114,126,172,130,16,16,11,15,4,3,4,2,13,11,655.6214809,525.8451421
05083,05,083,2010,22325,11189,11136,10880,10886,309,250,10501,10539,173,149,111,116,204,152,8,8,192,172,10251,10337,152,134,105,100,199,148,2,6,171,161,250,202,21,15,6,16,5,4,6,2,21,11,667.2069801,481.2052075
05085,05,085,2010,68634,33781,34853,32512,33827,1269,1026,30867,31540,1960,2173,195,223,196,365,35,9,528,543,29756,30625,1935,2152,149,187,183,352,6,5,483,506,1111,915,25,21,46,36,13,13,29,4,45,37,710.4251719,493.1977704
05087,05,087,2010,15735,7893,7842,7481,7496,412,346,7618,7554,42,43,97,97,39,44,0,2,97,102,7243,7234,31,37,76,83,38,44,0,2,93,96,375,320,11,6,21,14,1,0,0,0,4,6,666.2325315,458.172216
05089,05,089,2010,16624,8274,8350,8149,8209,125,141,8062,8121,43,36,49,63,16,30,1,0,103,100,7953,7995,34,34,44,56,16,30,1,0,101,94,109,126,9,2,5,7,0,0,0,0,2,6,690.2012168,449.863964
05091,05,091,2010,43529,21448,22081,20844,21594,604,487,15800,15769,5073,5707,141,143,116,110,12,17,306,335,15342,15417,4990,5637,132,124,100,93,5,13,275,310,458,352,83,70,9,19,16,17,7,4,31,25,664.1186485,536.9293309
05093,05,093,2010,46349,22456,23893,21532,23128,924,765,14534,14944,7393,8450,91,77,132,115,18,17,288,290,13745,14283,7344,8407,65,56,112,104,10,11,256,267,789,661,49,43,26,21,20,11,8,6,32,23,751.9769866,461.5824162
05095,05,095,2010,8099,3882,4217,3800,4163,82,54,2220,2374,1547,1732,34,39,21,19,0,0,60,53,2170,2337,1532,1725,26,32,20,19,0,0,52,50,50,37,15,7,8,7,1,0,0,0,8,3,726.6599094,494.7311932
05097,05,097,2010,9472,4735,4737,4568,4576,167,161,4537,4549,43,38,48,50,23,24,0,0,84,76,4395,4401,31,33,38,44,23,24,0,0,81,74,142,148,12,5,10,6,0,0,0,0,3,2,668.8782237,501.0748328
05099,05,099,2010,8976,4400,4576,4289,4484,111,92,2973,3047,1315,1422,26,32,15,23,0,0,71,52,2875,2962,1306,1418,23,29,15,23,0,0,70,52,98,85,9,4,3,3,0,0,0,0,1,0,677.9453592,526.3602122
05101,05,101,2010,8334,4223,4111,4161,4039,62,72,4079,3951,22,24,39,42,8,17,0,0,75,77,4018,3881,22,23,39,41,8,17,0,0,74,77,61,70,0,1,0,1,0,0,0,0,1,0,678.0505392,460.4048366
05103,05,103,2010,26134,12387,13747,12147,13562,240,185,7337,7694,4764,5751,61,65,42,51,2,3,181,183,7154,7559,4742,5728,50,52,38,47,0,3,163,173,183,135,22,23,11,13,4,4,2,0,18,10,688.1298625,527.9977976
05105,05,105,2010,10441,5175,5266,5046,5156,129,110,4965,5044,108,102,33,38,11,15,1,1,57,66,4844,4938,105,100,28,38,11,15,1,1,57,64,121,106,3,2,5,0,0,0,0,0,0,2,685.6601438,488.6413904
05107,05,107,2010,21655,10078,11577,9934,11447,144,130,3706,3925,6188,7482,46,56,38,32,0,1,100,81,3630,3862,6153,7443,29,39,35,28,0,1,87,74,76,63,35,39,17,17,3,4,0,0,13,7,735.4065292,501.7320452
05109,05,109,2010,11285,5586,5699,5219,5377,367,322,5234,5351,190,172,56,54,23,44,0,0,83,78,4906,5052,175,167,36,43,21,42,0,0,81,73,328,299,15,5,20,11,2,2,0,0,2,5,669.1614973,512.0817003
05111,05,111,2010,24568,11925,12643,11621,12402,304,241,10870,11481,853,961,46,50,15,36,0,0,141,115,10601,11272,833,945,38,41,15,36,0,0,134,108,269,209,20,16,8,9,0,0,0,0,7,7,738.0014165,468.0025629
05113,05,113,2010,20680,10171,10509,9537,9938,634,571,9668,10029,74,68,185,160,39,56,3,1,202,195,9081,9495,56,54,169,146,36,56,3,1,192,186,587,534,18,14,16,14,3,0,0,0,10,9,655.4344046,502.9545965
05115,05,115,2010,61867,30673,31194,28469,29207,2204,1987,28416,29165,1037,842,265,273,305,319,22,21,628,574,26422,27382,990,797,189,189,286,301,11,11,571,527,1994,1783,47,45,76,84,19,18,11,10,57,47,682.8580121,474.0903193
05117,05,117,2010,8696,4307,4389,4263,4356,44,33,3751,3773,485,547,23,24,6,7,0,0,42,38,3707,3742,485,545,23,24,6,7,0,0,42,38,44,31,0,2,0,0,0,0,0,0,0,0,718.3089505,490.7820475
05119,05,119,2010,383632,184399,199233,171841,189509,12558,9724,113361,117489,62651,72918,1126,948,3525,4156,233,148,3503,3574,102857,109374,61887,72251,609,635,3424,4083,72,61,2992,3105,10504,8115,764,667,517,313,101,73,161,87,511,469,700.395105,493.1976618
05121,05,121,2010,17969,8801,9168,8644,9048,157,120,8567,8924,93,79,48,48,11,29,0,0,82,88,8421,8816,89,73,45,47,11,28,0,0,78,84,146,108,4,6,3,1,0,1,0,0,4,4,728.2696849,445.9959637
05123,05,123,2010,28174,15341,12833,14366,12671,975,162,7249,5543,7664,7022,148,59,86,54,17,10,177,145,6483,5447,7558,6994,95,43,74,50,10,9,146,128,766,96,106,28,53,16,12,4,7,1,31,17,737.0506966,484.1414997
05125,05,125,2010,107532,53105,54427,50850,52539,2255,1888,49199,50241,2512,2624,334,323,423,536,9,15,628,688,47167,48546,2447,2560,240,261,410,526,5,6,581,640,2032,1695,65,64,94,62,13,10,4,9,47,48,691.943393,497.1397331
05127,05,127,2010,11278,5688,5590,5264,5230,424,360,5239,5118,42,41,106,115,193,197,1,1,107,118,4842,4788,41,39,87,99,187,190,1,1,106,113,397,330,1,2,19,16,6,7,0,0,1,5,659.0734307,491.9033674
05129,05,129,2010,8187,4075,4112,4022,4054,53,58,3931,3955,25,29,44,41,9,13,0,0,66,74,3884,3903,21,24,42,41,9,13,0,0,66,73,47,52,4,5,2,0,0,0,0,0,0,1,690.1426394,460.3205669
05131,05,131,2010,125920,61720,64200,53763,56765,7957,7435,51653,53680,4091,4244,1407,1334,2543,2710,92,91,1934,2141,44594,47159,3889,4028,1113,1051,2467,2620,37,34,1663,1873,7059,6521,202,216,294,283,76,90,55,57,271,268,653.9843925,482.2435804
05133,05,133,2010,17142,8512,8630,5761,6155,2751,2475,7668,7684,368,413,270,302,35,46,5,4,166,181,5100,5385,349,391,147,187,28,42,0,0,137,150,2568,2299,19,22,123,115,7,4,5,4,29,31,655.3029205,517.1549407
05135,05,135,2010,17236,8528,8708,8386,8548,142,160,8212,8425,80,72,98,73,20,31,0,0,118,107,8095,8288,71,60,86,66,20,31,0,0,114,103,117,137,9,12,12,7,0,0,0,0,4,4,718.0724178,451.6847955
05137,05,137,2010,12403,6131,6272,6053,6193,78,79,5958,6119,29,32,47,33,14,22,0,0,83,66,5882,6047,28,27,47,33,14,22,0,0,82,64,76,72,1,5,0,0,0,0,0,0,1,2,702.9320915,461.2907135
05139,05,139,2010,41554,20250,21304,19437,20658,813,646,13291,13579,6494,7280,103,89,95,108,30,23,237,225,12612,13049,6456,7238,71,68,80,94,15,18,203,191,679,530,38,42,32,21,15,14,15,5,34,34,695.5743924,540.1669389
05141,05,141,2010,17265,8611,8654,8353,8434,258,220,8322,8357,66,70,72,57,20,38,0,0,131,132,8101,8165,55,58,54,45,20,38,0,0,123,128,221,192,11,12,18,12,0,0,0,0,8,4,694.8524212,469.7834714
05143,05,143,2010,204123,102040,102083,85511,86858,16529,15225,90266,90791,3449,2954,1473,1446,2283,2336,2245,2041,2324,2515,74821,76610,3210,2706,1089,1080,2181,2253,2196,2003,2014,2206,15445,14181,239,248,384,366,102,83,49,38,310,309,654.819356,459.2440405
05145,05,145,2010,77350,37938,39412,36314,38113,1624,1299,35241,36692,1630,1530,228,254,211,242,10,13,618,681,33780,35518,1583,1495,199,226,187,231,7,8,558,635,1461,1174,47,35,29,28,24,11,3,5,60,46,713.2466251,478.4548507
05147,05,147,2010,7249,3450,3799,3398,3761,52,38,2460,2638,903,1062,27,21,10,12,0,0,50,66,2414,2605,900,1057,24,21,10,12,0,0,50,66,46,33,3,5,3,0,0,0,0,0,0,0,725.1757651,479.8887551
05149,05,149,2010,22206,11073,11133,8856,9124,2217,2009,10507,10577,220,191,83,85,136,151,9,7,118,122,8381,8653,179,149,58,66,126,140,6,7,106,109,2126,1924,41,42,25,19,10,11,3,0,12,13,674.4769912,487.4088279
06001,06,001,2010,1513952,742513,771439,568249,603968,174264,167471,401365,399190,93757,105928,9072,8716,194348,211270,7207,7580,36764,38755,256035,260862,86929,98692,1995,2267,189553,206395,6051,6374,27686,29378,145330,138328,6828,7236,7077,6449,4795,4875,1156,1206,9078,9377,32.63446196,331.2747262
06003,06,003,2010,1163,585,578,522,510,63,68,388,348,26,20,100,113,12,21,3,6,56,70,371,334,19,16,82,92,10,15,3,4,37,49,17,14,7,4,18,21,2,6,0,2,19,21,84.87916324,316.3791028
06005,06,005,2010,38042,20739,17303,17556,15677,3183,1626,18413,16108,963,80,472,297,219,219,65,56,607,543,15675,14731,905,60,314,213,181,194,39,38,442,441,2738,1377,58,20,158,84,38,25,26,18,165,102,65.86886741,315.9608932
06007,06,007,2010,220072,108965,111107,92840,95868,16125,15239,95062,97534,2067,1637,2607,2560,4695,4685,268,266,4266,4425,81192,84500,1813,1340,1692,1726,4518,4522,210,195,3415,3585,13870,13034,254,297,915,834,177,163,58,71,851,840,54.56491895,276.0868914
06009,06,009,2010,45490,22780,22710,20247,20462,2533,2248,21065,21071,249,135,389,368,252,326,47,57,778,753,18893,19168,223,110,263,247,211,292,31,43,626,602,2172,1903,26,25,126,121,41,34,16,14,152,151,65.97975088,323.4242364
06011,06,011,2010,21474,11042,10432,4755,4885,6287,5547,10158,9561,133,103,286,287,155,177,51,69,259,235,4218,4313,103,73,128,160,121,140,30,41,155,158,5940,5248,30,30,158,127,34,37,21,28,104,77,37.1679017,286.0222706
06013,06,013,2010,1052827,513453,539374,383604,411814,129849,127560,359197,367570,47599,54972,5269,5123,74257,83401,2821,3101,24310,25207,246485,257342,43869,50935,1497,1584,71201,80347,2143,2442,18409,19164,112712,110228,3730,4037,3772,3539,3056,3054,678,659,5901,6043,33.85530865,323.4977834
06015,06,015,2010,28632,15927,12705,12356,11123,3571,1582,12470,10305,1065,62,1226,1208,501,490,34,39,631,601,9417,9163,1028,40,959,966,466,460,25,25,461,469,3053,1142,37,22,267,242,35,30,9,14,170,132,23.31714608,203.7320375
06017,06,017,2010,181194,90679,90515,79493,79637,11186,10878,82559,81908,855,649,1241,1216,2931,3583,170,180,2923,2979,72703,72300,752,543,776,777,2795,3438,125,134,2342,2445,9856,9608,103,106,465,439,136,145,45,46,581,534,70.868363,307.313011
06019,06,019,2010,933248,466324,466924,226626,236025,239698,230899,363101,362482,27946,27740,14141,13981,47393,48405,1140,1176,12603,13140,148794,157068,23002,22444,2969,3132,43760,44799,533,563,7568,8019,214307,205414,4944,5296,11172,10849,3633,3606,607,613,5035,5121,75.21847772,369.5229654
06021,06,021,2010,28129,14208,13921,8674,8894,5534,5027,12810,12567,168,122,416,394,392,375,39,49,383,414,7761,7958,120,76,218,245,324,327,23,27,228,261,5049,4609,48,46,198,149,68,48,16,22,155,153,37.15713018,273.2388234
06023,06,023,2010,134794,67667,67127,60797,60660,6870,6467,57736,57060,988,628,4065,4154,1442,1679,202,198,3234,3408,52395,52024,879,518,3413,3578,1319,1578,169,164,2622,2798,5341,5036,109,110,652,576,123,101,33,34,612,610,15.06823364,233.1789007
06025,06,025,2010,175234,90034,85200,20076,14339,69958,70861,79196,77551,4953,1661,2168,2360,2029,2001,151,155,1537,1472,13186,10903,4271,882,766,868,1198,1080,64,43,591,563,66010,66648,682,779,1402,1492,831,921,87,112,946,909,149.266022,497.9789084
06027,06,027,2010,18513,9360,9153,7507,7399,1853,1754,7746,7511,103,59,1086,1131,119,132,29,31,277,289,6226,6050,85,42,888,970,97,111,16,19,195,207,1520,1461,18,17,198,161,22,21,13,12,82,82,123.8129311,388.7081854
06029,06,029,2010,842207,434506,407701,216408,210402,218098,197299,361288,338725,29583,24320,11557,11058,19043,20370,1140,1049,11895,12179,163666,161300,25657,20187,2941,3050,16296,17600,525,496,7323,7769,197622,177425,3926,4133,8616,8008,2747,2770,615,553,4572,4410,85.94475196,414.812479
06031,06,031,2010,153174,86481,66693,42752,32321,43729,34372,69289,55297,8658,3428,2396,2011,3087,3310,202,208,2849,2439,29909,24460,7799,2666,709,608,2557,2938,124,104,1654,1545,39380,30837,859,762,1687,1403,530,372,78,104,1195,894,66.57402379,387.9815731
06033,06,033,2010,64771,32523,32248,26691,26886,5832,5362,28737,28552,732,555,1281,1297,353,461,85,76,1335,1307,23927,24147,676,495,733,794,299,401,61,51,995,998,4810,4405,56,60,548,503,54,60,24,25,340,309,25.45090011,285.0261675
06035,06,035,2010,34805,22373,12432,17547,11065,4826,1367,17587,11020,2900,127,881,502,272,156,103,77,630,550,13445,9932,2814,109,579,394,187,130,85,59,437,441,4142,1088,86,18,302,108,85,26,18,18,193,109,83.58177001,253.3700976
06037,06,037,2010,9830420,4846499,4983921,2494729,2631648,2351770,2352273,3534998,3528133,432908,487765,74867,71383,655624,742379,18144,18386,129958,135875,1372479,1364663,386468,438484,9433,10045,627195,713487,11416,11717,87738,93252,2162519,2163470,46440,49281,65434,61338,28429,28892,6728,6669,42220,42623,90.712986,446.4368586
06039,06,039,2010,151408,72971,78437,31986,37977,40985,40460,63890,66761,2127,4416,3408,3484,1582,1770,166,174,1798,1832,27279,30603,1479,3743,823,993,1224,1383,55,68,1126,1187,36611,36158,648,673,2585,2491,358,387,111,106,672,645,76.00793974,355.8314355
06041,06,041,2010,252916,124318,128598,103236,110321,21082,18277,107258,111544,4862,2630,1675,1203,6023,8360,292,334,4208,4527,89194,95730,4466,2324,342,210,5798,8143,192,247,3244,3667,18064,15814,396,306,1333,993,225,217,100,87,964,860,17.81029402,314.2322527
06043,06,043,2010,18243,9280,8963,8364,8140,916,823,8400,8156,118,58,303,257,108,127,38,23,313,342,7659,7481,98,51,247,200,88,111,27,17,245,280,741,675,20,7,56,57,20,16,11,6,68,62,75.53824241,344.908272
06045,06,045,2010,87828,43988,43840,33564,34658,10424,9182,38480,38242,517,245,2667,2661,600,984,100,98,1624,1610,29760,30548,375,160,1673,1815,532,907,55,46,1169,1182,8720,7694,142,85,994,846,68,77,45,52,455,428,14.68107516,271.5340345
06047,06,047,2010,256778,129249,127529,57074,58367,72175,69162,106165,104900,5824,5392,3120,3038,10152,10184,484,391,3504,3624,40175,41827,4675,4188,564,580,9335,9350,264,211,2061,2211,65990,63073,1149,1204,2556,2458,817,834,220,180,1443,1413,54.78031639,351.085555
06049,06,049,2010,9685,4888,4797,4173,4139,715,658,4324,4281,93,37,226,221,59,61,23,20,163,177,3792,3787,76,27,132,138,43,40,16,16,114,131,532,494,17,10,94,83,16,21,7,4,49,46,87.75233389,226.8038976
06051,06,051,2010,14234,7564,6670,5548,4883,2016,1787,7041,6143,53,37,175,186,84,122,12,13,199,169,5169,4471,38,30,110,128,74,111,9,11,148,132,1872,1672,15,7,65,58,10,11,3,2,51,37,100.5135071,340.2343263
